Public Domain	952199
In Copyright	102562
Public Domain only when viewed in US	12403
Undetermined	12160
Public Domain but access limited due to privacy concerns	798
In copyright and permitted as world viewable by the copyright holder	488
Creative Commons Zero license (implies pd)	139
available to nobody; blocked for all users	67
Creative Commons Attribution 4.0 International license	55
In copyright in the US	35
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	29
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	28
out-of-print (implies in-copyright)	25
undetermined copyright status and permitted as world viewable by the depositor	3
Creative Commons Attribution-ShareAlike 4.0 International license	3
Creative Commons Attribution-NonCommercial 4.0 International license	2
Creative Commons Attribution-NonCommercial license, 3.0 Unported	2
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	1
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	1
