1	993846
2	89479
3	24517
4	16159
5	10320
6	8140
7	6383
8	5374
9	4725
10	3396
11	2901
12	2638
13	1953
14	2036
15	1415
16	1276
17	1286
18	1252
19	763
20	1226
21	1036
22	1134
23	705
24	826
25	758
26	538
27	684
28	300
29	581
30	429
31	577
32	325
33	461
34	411
35	518
36	223
37	278
38	496
39	284
40	264
41	296
42	558
43	221
44	135
45	321
46	372
47	241
48	401
49	291
50	158
51	315
52	161
53	565
54	220
55	113
56	237
57	353
58	389
59	252
60	318
61	225
62	63
64	66
65	237
66	208
67	220
69	140
70	99
71	72
72	170
73	202
74	75
75	152
77	79
78	79
80	93
81	82
83	140
84	172
86	87
87	304
88	292
89	107
92	189
94	191
95	195
97	120
102	515
104	105
107	326
110	118
114	115
121	122
122	146
126	258
128	129
134	137
135	136
137	140
143	147
148	149
157	216
158	381
161	162
162	865
163	164
165	166
181	187
204	220
205	210
209	213
213	214
221	222
223	226
227	347
239	241
245	299
249	250
257	258
271	272
292	293
345	346
348	349
353	355
356	358
373	375
394	395
408	409
411	413
431	433
441	442
455	456
753	754
930	936
1329	1348
