Google	1301099
Internet Archive	24315
University of Michigan	3837
Texas A&M University	3366
Cornell University	2308
University of California, Berkeley	1788
Northwestern University	559
University of Missouri, Columbia	340
	313
University of Illinois at Urbana-Champaign	222
Yale University	128
Columbia University	96
University of Washington	46
Emory University	36
Boston College	19
The Getty Research Institute	15
University of Maryland	1
University of Delaware	1
State University System of Florida	1
McGill University	1
