University of Michigan	272607
University of Minnesota	147666
University of Illinois at Urbana–Champaign	145166
The Ohio State University	85626
University of California, Northern Regional Library Facility	82131
University of California, Riverside	75267
Pennsylvania State University	68916
Northwestern University	58538
Technical Report Archive & Image Library	56036
Purdue University	47192
University of California, San Diego	39198
Cornell University	38237
University of Virginia	33940
University of California, Berkeley	28589
University of California, Southern Regional Library Facility	28319
Harvard University	24139
Michigan State University	14523
New York Public Library	13476
Columbia University	13140
University of California, Los Angeles	10994
University of California, Santa Cruz	10737
State University System of Florida	9269
Indiana University	9185
University of Wisconsin, Madison	7963
University of Texas at Austin	5327
Princeton University	4652
University of Chicago	4154
Library of Congress	3920
University of Illinois at Urbana-Champaign	3895
Texas A&M University	3390
University of California, Davis	2764
University of Iowa	1631
University of Massachusetts Amherst	743
University of Alberta	444
University of California, Irvine	356
University of Missouri, Columbia	340
University of North Carolina at Chapel Hill	216
The Getty Research Institute	179
Yale University	128
Duke University	69
University of Connecticut	63
Boston College	53
University of Washington	46
North Carolina State University	39
Emory University	36
Tufts University	21
	13
University of California, San Francisco	6
University of Maryland, College Park	1
Universidad Complutense de Madrid	1
University of Delaware	1
McGill University	1
