Public Domain	1187355
In Copyright	121016
Public Domain only when viewed in US	44079
Undetermined	15971
Public Domain but access limited due to privacy concerns	1458
Creative Commons Attribution 4.0 International license	812
In copyright and permitted as world viewable by the copyright holder	676
Creative Commons Zero license (implies pd)	289
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	266
In copyright in the US	181
Creative Commons Attribution-ShareAlike 4.0 International license	158
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	145
available to nobody; blocked for all users	89
Creative Commons Attribution-NonCommercial 4.0 International license	85
out-of-print (implies in-copyright)	45
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	35
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license	17
Creative Commons Attribution-NonCommercial license, 3.0 Unported	7
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	2
